df_test.url_id,predicted,
18082,4020,4000
18087,1020,1000
18088,1320,1300
18089,5920,5900
18091,1320,1300
18098,1120,1100
18100,3220,3200
18102,13620,13600
18105,10820,10800
18106,4020,4000
18107,1420,1400
18108,13020,13000
18109,1620,1600
18111,35120,35100
18118,3020,3000
18125,4720,4700
18127,2220,2200
18136,4320,4300
18137,1014,994
18138,919,899
18140,1620,1600
18142,1720,1700
18143,1720,1700
18150,1420,1400
18155,7320,7300
18156,1320,1300
18161,1120,1100
18162,3120,3100
18167,1620,1600
18170,1320,1300
18171,2820,2800
18174,962,942
18177,721,701
18178,1820,1800
18181,3520,3500
18184,1420,1400
18187,18720,18700
18189,3920,3900
18193,24120,24100
18194,1620,1600
18198,50620,50600
18201,1320,1300
18202,65920,65900
18208,1620,1600
18209,1005,985
18211,2620,2600
18212,2920,2900
18213,1120,1100
18216,12220,12200
18219,1620,1600
18221,14920,14900
18228,3420,3400
18229,2020,2000
18235,7720,7700
18236,1720,1700
18243,1920,1900
18244,1520,1500
18246,721,701
18252,979,959
18254,4320,4300
18257,1420,1400
18262,1520,1500
18266,1720,1700
18267,47320,47300
18268,10720,10700
18269,1420,1400
18270,1220,1200
18273,1620,1600
18274,16420,16400
18276,693,673
18278,17120,17100
18279,2020,2000
18280,1120,1100
18281,1020,1000
18288,2120,2100
18293,6920,6900
18294,1620,1600
18296,2120,2100
18298,1320,1300
18306,1820,1800
18310,3320,3300
18313,1520,1500
18314,2520,2500
18319,2620,2600
18320,1920,1900
18324,3620,3600
18329,1320,1300
18331,6920,6900
18332,5020,5000
18334,2020,2000
18340,1120,1100
18343,2520,2500
18345,844,824
18351,1220,1200
18357,908,888
18359,1220,1200
18363,2620,2600
18364,644,624
18367,798,778
18374,543,523
18375,755,735
18380,1920,1900
18387,53120,53100
18388,4320,4300
18392,1120,1100
18399,888,868
18400,1220,1200
18404,850,830
18409,809,789
18414,5620,5600
18415,78620,78600
18430,8020,8000
18433,1520,1500
18436,2720,2700
18437,771,751
18440,1320,1300
18444,702,682
18445,1120,1100
18455,849,829
18457,1220,1200
18461,474,454
18466,633,613
18467,1520,1500
18471,3420,3400
18472,1120,1100
18475,841,821
18476,9020,9000
18481,1420,1400
18482,853,833
18493,825,805
18494,8620,8600
18496,2120,2100
18499,1000,980
18500,897,877
18504,2420,2400
18505,974,954
18509,7820,7800
18512,3620,3600
18514,699,679
18517,2020,2000
18518,798,778
18523,1120,1100
18527,621,601
18534,464,444
18539,656,636
18541,786,766
18542,2220,2200
18548,551,531
18550,667,647
18556,54620,54600
18561,13920,13900
18562,1320,1300
18565,2220,2200
18567,650,630
18569,1320,1300
18575,1003,983
18580,1020,1000
18582,8420,8400
18583,1720,1700
18589,771,751
18595,928,908
18597,6020,6000
18598,7620,7600
18603,12220,12200
18604,2120,2100
18608,3420,3400
18615,1720,1700
18616,1020,1000
18617,1920,1900
18619,900,880
18621,2820,2800
18622,1520,1500
18625,926,906
18628,742,722
18629,5120,5100
18631,1420,1400
18632,1820,1800
18635,1020,1000
18637,1120,1100
18639,2720,2700
18640,2720,2700
18641,10620,10600
18645,11420,11400
18654,740,720
18667,1920,1900
18672,1120,1100
18676,1220,1200
18679,5620,5600
18682,1820,1800
18683,2120,2100
18685,2420,2400
18688,1820,1800
18691,1320,1300
18700,2220,2200
18705,785,765
18717,1520,1500
18720,2620,2600
18726,1020,1000
18730,977,957
18731,1420,1400
18732,1220,1200
18736,2420,2400
18738,2420,2400
18743,726,706
18744,4020,4000
18751,1820,1800
18752,718,698
18753,2320,2300
18754,1620,1600
18756,25420,25400
18760,2720,2700
18765,1012,992
18771,926,906
18774,12320,12300
18777,624,604
18781,910,890
18788,1620,1600
18792,24220,24200
18794,1220,1200
18806,98020,98000
18809,3720,3700
18815,4220,4200
18819,898,878
18821,2720,2700
18822,982,962
18824,1120,1100
18829,5020,5000
18830,28220,28200
18834,1920,1900
18837,1520,1500
18844,957,937
18845,1920,1900
18849,1420,1400
18854,1420,1400
18857,1120,1100
18862,2220,2200
18869,8320,8300
18870,7720,7700
18871,10420,10400
18874,1820,1800
18882,1220,1200
18886,1120,1100
18892,1420,1400
18893,1820,1800
18895,750,730
18898,4220,4200
18903,1620,1600
18904,822,802
18905,1020,1000
18907,787,767
18912,1820,1800
18916,931,911
18921,1320,1300
18924,852,832
18926,2620,2600
18929,6920,6900
18931,5720,5700
18938,829,809
18939,5620,5600
18941,1320,1300
18942,63120,63100
18944,1220,1200
18946,3420,3400
18947,1820,1800
18949,1520,1500
18950,1420,1400
18951,1020,1000
18957,803,783
18962,4120,4100
18965,698,678
18967,2420,2400
18975,4320,4300
18987,1820,1800
18989,1120,1100
18991,1020,1000
18997,2420,2400
18999,787,767
19000,832,812
19004,1420,1400
19007,1120,1100
19011,1120,1100
19013,2720,2700
19016,7620,7600
19019,3020,3000
19028,3220,3200
19029,825,805
19030,1420,1400
19032,1820,1800
19038,959,939
19041,12520,12500
19044,883,863
19054,3620,3600
19055,2120,2100
19059,6320,6300
19061,2420,2400
19063,1720,1700
19067,1020,1000
19070,3120,3100
19079,1520,1500
19082,4220,4200
19086,939,919
19092,4820,4800
19095,1620,1600
19099,4720,4700
19100,1320,1300
19106,2120,2100
19114,5720,5700
19117,2620,2600
19118,850,830
19124,857,837
19126,2120,2100
19133,1620,1600
19134,8820,8800
19137,1620,1600
19138,4320,4300
19141,599,579
19144,4920,4900
19147,884,864
19150,984,964
19154,843,823
19156,1120,1100
19160,2920,2900
19166,635,615
19172,1820,1800
19175,2420,2400
19189,1120,1100
19191,3120,3100
19196,9420,9400
19200,1120,1100
19202,1620,1600
19204,1120,1100
19208,12820,12800
19211,6920,6900
19212,1120,1100
19213,577,557
19222,484,464
19223,8220,8200
19224,9920,9900
19228,767,747
19231,545,525
19234,850,830
19247,819,799
19248,886,866
19249,3020,3000
19251,9920,9900
19255,1420,1400
19257,1720,1700
19258,975,955
19261,6420,6400
19266,822,802
19273,1720,1700
19274,1420,1400
19278,1920,1900
19285,705,685
19294,2120,2100
19296,2420,2400
19300,956,936
19301,10320,10300
19302,26320,26300
19305,3320,3300
19307,5420,5400
19309,4620,4600
19311,1120,1100
19312,5820,5800
19313,1220,1200
19314,3620,3600
19318,1320,1300
19319,946,926
19326,3120,3100
19330,987,967
19331,1620,1600
19340,2520,2500
19343,2520,2500
19361,4420,4400
19362,1620,1600
19363,1620,1600
19364,1620,1600
19366,4820,4800
19368,956,936
19384,917,897
19388,909,889
19389,1420,1400
19392,1320,1300
19397,1120,1100
19402,29720,29700
19406,859,839
19408,11720,11700
19410,895,875
19417,862,842
19419,968,948
19422,6720,6700
19431,1820,1800
19435,687,667
19441,1220,1200
19444,4920,4900
19450,2420,2400
19454,1320,1300
19455,1420,1400
19456,1320,1300
19458,1020,1000
19459,1020,1000
19463,2320,2300
19465,6420,6400
19467,1020,1000
19468,1920,1900
19476,4820,4800
19478,2520,2500
19479,655,635
19480,9120,9100
19481,1220,1200
19482,1020,1000
19483,17220,17200
19485,1520,1500
19489,15520,15500
19492,887,867
19497,901,881
19498,659,639
19499,1520,1500
19501,833,813
19502,2320,2300
19503,709,689
19506,1420,1400
19508,2120,2100
19512,901,881
19515,676,656
19518,4020,4000
19519,2020,2000
19522,840,820
19523,854,834
19526,1420,1400
19527,1320,1300
19529,824,804
19530,7820,7800
19531,895,875
19532,1320,1300
19537,1820,1800
19548,1120,1100
19552,2420,2400
19553,2520,2500
19556,987,967
19560,6120,6100
19563,3720,3700
19568,1120,1100
19569,916,896
19573,1420,1400
19576,1018,998
19578,650,630
19579,2320,2300
19588,4620,4600
19589,989,969
19591,1420,1400
19593,2520,2500
19598,716,696
19600,11420,11400
19601,11620,11600
19602,1120,1100
19604,9720,9700
19605,1420,1400
19607,3220,3200
19610,990,970
19615,2020,2000
19616,1720,1700
19619,1920,1900
19620,3620,3600
19621,22620,22600
19623,1320,1300
19627,1320,1300
19635,2820,2800
19637,9020,9000
19642,699,679
19651,1320,1300
19652,3820,3800
19667,1220,1200
19668,849,829
19677,4020,4000
19682,854,834
19686,1220,1200
19687,908,888
19688,4220,4200
19694,4920,4900
19705,757,737
19706,3720,3700
19708,869,849
19712,5020,5000
19713,1320,1300
19714,1520,1500
19715,4420,4400
19719,2020,2000
19720,3320,3300
19722,11020,11000
19731,1920,1900
19733,1620,1600
19735,3920,3900
19737,1720,1700
19740,1520,1500
19750,5920,5900
19756,1020,1000
19757,1520,1500
19759,1420,1400
19761,3920,3900
19762,1120,1100
19763,568,548
19765,18020,18000
19766,1120,1100
19776,2020,2000
19792,1320,1300
19793,674,654
19796,2120,2100
19797,1220,1200
19798,4220,4200
19802,1220,1200
19805,1420,1400
19810,7620,7600
19819,3920,3900
19827,2320,2300
19828,10920,10900
19829,816,796
19835,773,753
19859,2420,2400
19864,1920,1900
19868,3620,3600
19884,1320,1300
19885,1520,1500
19894,727,707
19896,701,681
19901,903,883
19903,1920,1900
19905,1920,1900
19917,6220,6200
19919,1120,1100
19922,7520,7500
19923,718,698
19926,2120,2100
19928,1520,1500
19933,1120,1100
19934,635,615
19938,1420,1400
19939,1010,990
19940,3720,3700
19943,2920,2900
19944,761,741
19950,13620,13600
19953,5020,5000
19955,1220,1200
19957,715,695
19959,13920,13900
19960,782,762
19970,901,881
19978,2220,2200
19982,2620,2600
19987,1620,1600
19989,4820,4800
19992,1020,1000
19995,986,966
19996,928,908
20003,2520,2500
20008,683,663
20009,12520,12500
20012,4920,4900
20027,1220,1200
20034,21620,21600
20042,1120,1100
20047,9520,9500
20049,2820,2800
20051,1320,1300
20055,1420,1400
20057,1020,1000
20063,835,815
20070,6220,6200
20072,1120,1100
20076,570,550
20077,2720,2700
20080,4020,4000
20081,1320,1300
20086,4220,4200
20087,7720,7700
20088,877,857
20089,2020,2000
20090,1220,1200
20091,26920,26900
20092,1220,1200
20093,1520,1500
20100,3720,3700
20103,962,942
20107,1320,1300
20108,5920,5900
20110,1120,1100
20112,1920,1900
20116,2920,2900
20125,14120,14100
20126,191,171
20130,2520,2500
20135,1011,991
20137,13520,13500
20139,11920,11900
20151,909,889
20158,539,519
20163,112620,112600
20166,1520,1500
20168,940,920
20169,962,942
20171,928,908
20174,9920,9900
20179,2220,2200
20185,1020,1000
20191,7220,7200
20194,1120,1100
20195,1020,1000
20198,1120,1100
20201,1220,1200
20203,1920,1900
20209,9520,9500
20214,1120,1100
20215,26120,26100
20216,6220,6200
20221,1820,1800
20225,921,901
20235,7020,7000
20236,2720,2700
20239,1320,1300
20247,936,916
20249,695,675
20256,6320,6300
20262,1720,1700
20264,1720,1700
20265,1920,1900
20267,1120,1100
20278,6320,6300
20283,832,812
20286,1120,1100
20293,5620,5600
20295,1320,1300
20296,1420,1400
20304,2020,2000
20306,1320,1300
20312,7620,7600
20315,889,869
20325,906,886
20331,691,671
20332,2320,2300
20335,1220,1200
20337,664,644
20340,741,721
20341,765,745
20342,3820,3800
20344,3920,3900
20348,1220,1200
20351,643,623
20354,1620,1600
20361,2420,2400
20363,776,756
20369,1920,1900
20377,723,703
20383,7120,7100
20384,1120,1100
20389,5320,5300
20392,925,905
20394,1020,1000
20395,821,801
20399,7020,7000
20405,880,860
20408,847,827
20409,21420,21400
20410,764,744
20416,993,973
20422,855,835
20423,728,708
20425,1120,1100
20428,928,908
20429,1820,1800
20430,946,926
20433,633,613
20435,802,782
20440,1520,1500
20443,1620,1600
20452,817,797
20455,1120,1100
20457,1520,1500
20458,2220,2200
20460,1320,1300
20467,2720,2700
20468,672,652
20471,1320,1300
20477,607,587
20478,1520,1500
20489,1820,1800
20494,2220,2200
20497,16620,16600
20498,646,626
20503,1220,1200
20508,984,964
20511,851,831
20513,1120,1100
20522,1220,1200
20523,1220,1200
20524,2020,2000
20526,7320,7300
20529,3320,3300
20534,3020,3000
20537,19420,19400
20539,1620,1600
20544,1320,1300
20550,1020,1000
20551,817,797
20554,1520,1500
20559,928,908
20560,1020,1000
20561,6720,6700
20563,1620,1600
20565,2220,2200
20568,2320,2300
20569,995,975
20579,1320,1300
20586,1120,1100
20590,11720,11700
20592,5320,5300
20593,730,710
20594,1220,1200
20596,992,972
20598,891,871
20612,3420,3400
20619,775,755
20621,4220,4200
20623,8820,8800
20628,18220,18200
20629,1420,1400
20633,1120,1100
20636,8520,8500
20639,9820,9800
20642,6820,6800
20643,1620,1600
20645,1820,1800
20648,1220,1200
20659,1020,1000
20660,977,957
20664,654,634
20670,1220,1200
20676,2120,2100
20677,862,842
20686,2520,2500
20696,659,639
20700,1020,1000
20703,4320,4300
20708,885,865
20711,1120,1100
20716,2020,2000
20727,6320,6300
20729,2620,2600
20734,9620,9600
20738,27120,27100
20739,5420,5400
20741,1020,1000
20742,500,480
20753,979,959
20760,665,645
20766,2420,2400
20769,628,608
20770,3720,3700
20773,3020,3000
20775,1220,1200
20781,3620,3600
20786,1620,1600
20790,1520,1500
20793,759,739
20796,10620,10600
20797,1520,1500
20798,3920,3900
20799,1220,1200
20800,662,642
20801,2220,2200
20804,474,454
20805,972,952
20808,980,960
20818,1720,1700
20822,1020,1000
20824,2620,2600
20826,649,629
20831,2820,2800
20835,1320,1300
20843,2120,2100
20848,1020,1000
20849,7420,7400
20852,41620,41600
20858,694,674
20867,870,850
20880,1320,1300
20881,2420,2400
20885,1220,1200
20894,930,910
20899,1620,1600
20900,1920,1900
20901,2320,2300
20902,1820,1800
20907,1320,1300
20910,10520,10500
20914,3420,3400
20915,1016,996
20920,2620,2600
20921,1720,1700
20923,3420,3400
20924,41920,41900
20928,2020,2000
20934,700,680
20936,1520,1500
20942,1420,1400
20946,1120,1100
20947,1420,1400
20950,6220,6200
20951,972,952
20954,1320,1300
20960,7920,7900
20962,1020,1000
20963,1220,1200
20967,941,921
20985,1120,1100
20988,5820,5800
20990,1004,984
20996,14420,14400
21003,1020,1000
21004,1620,1600
21007,741,721
21010,4120,4100
21012,3420,3400
21016,942,922
21017,3920,3900
21019,1720,1700
21020,3820,3800
21023,732,712
21029,1520,1500
21030,1620,1600
21037,1420,1400
21040,4920,4900
21043,921,901
21053,2020,2000
21054,1620,1600
21057,1420,1400
21058,1320,1300
21062,6120,6100
21065,808,788
21066,5820,5800
21068,882,862
21073,1120,1100
21076,12720,12700
21082,3120,3100
21085,3120,3100
21092,1420,1400
21094,1020,1000
21097,668,648
21101,1420,1400
21102,2220,2200
21104,1220,1200
21120,652,632
21124,939,919
21130,1020,1000
21140,884,864
21141,885,865
21145,700,680
21150,527,507
21152,791,771
21155,1120,1100
21159,1020,1000
21163,21520,21500
21164,2420,2400
21168,8720,8700
21169,6120,6100
21179,1020,1000
21181,695,675
21182,1320,1300
21184,3920,3900
21187,1120,1100
21193,2620,2600
21194,2320,2300
21198,3920,3900
21204,1220,1200
21207,986,966
21209,3320,3300
21211,1220,1200
21215,6920,6900
21217,1620,1600
21219,9020,9000
21227,1720,1700
21228,1920,1900
21229,3920,3900
21232,14020,14000
21234,1720,1700
21237,21920,21900
21238,17920,17900
21242,60320,60300
21243,2320,2300
21247,15420,15400
21251,2020,2000
21253,7920,7900
21257,1120,1100
21263,2620,2600
21264,4620,4600
21268,6320,6300
21270,1720,1700
21274,2420,2400
21275,3720,3700
21280,1120,1100
21283,2620,2600
21289,4220,4200
21292,2720,2700
21293,2020,2000
21296,860,840
21300,1220,1200
21305,847,827
21308,1520,1500
21310,2420,2400
21311,1420,1400
21314,2120,2100
21321,1420,1400
21330,1320,1300
21339,38220,38200
21344,39020,39000
21347,1420,1400
21351,2320,2300
21355,2220,2200
21356,1320,1300
21359,954,934
21365,3320,3300
21366,974,954
21370,677,657
21374,1620,1600
21375,918,898
21377,5320,5300
21380,924,904
21383,3120,3100
21394,2020,2000
21396,1120,1100
21397,794,774
21400,1120,1100
21403,10620,10600
21404,831,811
21407,1120,1100
21409,4620,4600
21410,640,620
21411,1320,1300
21412,7720,7700
21413,836,816
21419,8420,8400
21425,1020,1000
21430,3120,3100
21433,699,679
21434,3020,3000
21435,5220,5200
21444,989,969
21447,3020,3000
21448,972,952
21450,816,796
21452,754,734
21453,13120,13100
21459,11720,11700
21462,1120,1100
21465,898,878
21468,1620,1600
21476,26520,26500
21477,2220,2200
21482,19820,19800
21483,1720,1700
21484,910,890
21485,16620,16600
21487,1220,1200
21493,831,811
21501,660,640
21503,1120,1100
21505,2720,2700
21507,2020,2000
21509,3520,3500
21510,10120,10100
21515,2520,2500
21516,3620,3600
21518,2020,2000
21520,2620,2600
21522,1015,995
21523,1220,1200
21534,16220,16200
21536,900,880
21541,4620,4600
21547,4020,4000
21549,17220,17200
21551,2520,2500
21553,1420,1400
21554,2020,2000
21558,1220,1200
21565,6320,6300
21570,2020,2000
21594,1020,1000
21595,9820,9800
21600,2220,2200
21601,1320,1300
21604,1320,1300
21607,3120,3100
21611,2520,2500
21616,12220,12200
21617,1620,1600
21619,5520,5500
21621,877,857
21622,3320,3300
21625,1820,1800
21629,1120,1100
21630,17420,17400
21631,12220,12200
21635,1520,1500
21639,1420,1400
21642,1320,1300
21644,697,677
21645,1820,1800
21654,947,927
21656,11420,11400
21661,1320,1300
21663,3520,3500
21664,6820,6800
21665,632,612
21666,8020,8000
21671,1220,1200
21683,979,959
21684,1820,1800
21686,8320,8300
21689,30220,30200
21693,418,398
21696,2220,2200
21708,3920,3900
21714,3520,3500
21720,4120,4100
21722,2620,2600
21727,1520,1500
21729,1220,1200
21733,1720,1700
21735,1620,1600
21747,7620,7600
21750,609,589
21752,3320,3300
21753,3120,3100
21761,2020,2000
21763,809,789
21764,1820,1800
21766,4120,4100
21767,1520,1500
21769,1220,1200
21770,1020,1000
21780,1520,1500
21781,1220,1200
21789,797,777
21790,5420,5400
21793,4420,4400
21796,1920,1900
21802,3520,3500
21804,11420,11400
21805,744,724
21807,657,637
21809,1620,1600
21811,3420,3400
21815,640,620
21822,1620,1600
21825,495,475
21826,1220,1200
21827,1020,1000
21835,7420,7400
21838,669,649
21839,4720,4700
21842,1220,1200
21846,2720,2700
21851,1007,987
21854,1620,1600
21857,1120,1100
21861,4020,4000
21863,1520,1500
21864,1020,1000
21865,1720,1700
21869,1420,1400
21871,927,907
21873,15420,15400
21888,1620,1600
21889,1020,1000
21895,987,967
21901,12620,12600
21904,2820,2800
21906,3020,3000
21909,1220,1200
21912,1420,1400
21914,1120,1100
21915,8420,8400
21921,11420,11400
21922,2520,2500
21923,5020,5000
21927,1420,1400
21930,1620,1600
21931,4620,4600
21940,795,775
21943,5420,5400
21948,1020,1000
21957,16020,16000
21958,838,818
21959,7720,7700
21963,9420,9400
21967,937,917
21970,1120,1100
21973,936,916
21976,2720,2700
21977,1018,998
21978,919,899
21979,1420,1400
21981,2120,2100
21982,1820,1800
21984,3920,3900
21985,4020,4000
21989,2620,2600
21992,2420,2400
21998,876,856
21999,2320,2300
22010,2920,2900
22013,861,841
22014,1320,1300
22021,2020,2000
22022,702,682
22023,2820,2800
22027,3520,3500
22036,1015,995
22041,4420,4400
22044,1320,1300
22048,1320,1300
22059,2620,2600
22063,41820,41800
22065,2220,2200
22066,1320,1300
22070,2820,2800
22073,1020,1000
22074,1520,1500
22078,21220,21200
22085,962,942
22088,768,748
22089,2620,2600
22091,688,668
22097,1020,1000
22103,4320,4300
22106,1720,1700
22119,1220,1200
22127,688,668
22140,2820,2800
22144,2220,2200
22150,3020,3000
22159,1020,1000
22163,1520,1500
22165,19720,19700
22167,930,910
22173,1020,1000
22177,1220,1200
22180,978,958
22182,3820,3800
22186,30720,30700
22188,2520,2500
22193,1120,1100
22195,1920,1900
22203,1120,1100
22212,2120,2100
22216,10320,10300
22222,2820,2800
22224,53320,53300
22225,982,962
22233,3020,3000
22236,1120,1100
22243,8620,8600
22247,3420,3400
22250,2620,2600
22251,2820,2800
22255,1920,1900
22256,11720,11700
22259,1320,1300
22261,2220,2200
22263,1520,1500
22265,3520,3500
22271,1720,1700
22273,1520,1500
22274,1720,1700
22275,1820,1800
22276,1120,1100
22277,2420,2400
22278,1320,1300
22280,5120,5100
22284,2720,2700
22290,975,955
22291,1220,1200
22297,1020,1000
22300,1220,1200
22301,932,912
22305,982,962
22309,8020,8000
22319,2220,2200
22321,3020,3000
22322,1620,1600
22325,812,792
22326,11520,11500
22328,1320,1300
22329,3120,3100
22331,904,884
22333,775,755
22334,7520,7500
22341,2320,2300
22347,1220,1200
22350,985,965
22351,3220,3200
22357,633,613
22363,992,972
22367,1620,1600
22372,671,651
22373,1720,1700
22375,2920,2900
22384,1120,1100
22389,1005,985
22392,3120,3100
22393,1920,1900
22395,856,836
22398,961,941
22400,3520,3500
22401,1320,1300
22406,955,935
22414,2820,2800
22418,2720,2700
22423,909,889
22433,4620,4600
22437,3520,3500
22439,3620,3600
22440,1320,1300
22443,1120,1100
22449,1620,1600
22454,1420,1400
22456,1220,1200
22460,952,932
22463,703,683
22471,745,725
22472,1920,1900
22478,1120,1100
22480,1420,1400
22483,4320,4300
22485,1220,1200
22487,1120,1100
22491,2320,2300
22494,3620,3600
22496,711,691
22500,1220,1200
22504,10920,10900
22509,3120,3100
22513,837,817
22517,1720,1700
22520,2720,2700
22523,799,779
22526,6420,6400
22527,1220,1200
22529,3420,3400
22533,1720,1700
22535,7620,7600
22538,1120,1100
22550,1220,1200
22553,940,920
22554,1013,993
22555,11820,11800
22559,1820,1800
22561,1720,1700
22563,1420,1400
22566,1220,1200
22577,3220,3200
22587,41020,41000
22588,923,903
22590,975,955
22591,1020,1000
22605,1720,1700
22607,1720,1700
22608,1020,1000
22609,1220,1200
22610,1320,1300
22614,1220,1200
22617,1920,1900
22620,1720,1700
22622,1220,1200
22640,1420,1400
22646,424,404
22647,949,929
22651,1220,1200
22655,917,897
22656,923,903
22657,1320,1300
22660,446,426
22667,75620,75600
22668,1120,1100
22672,2820,2800
22680,976,956
22687,50120,50100
22690,2820,2800
22691,1620,1600
22696,3420,3400
22701,825,805
22705,901,881
22707,892,872
22710,589,569
22711,1320,1300
22721,895,875
22722,1620,1600
22727,1620,1600
22728,1320,1300
22742,1014,994
22745,1420,1400
22749,1920,1900
22752,24720,24700
22755,4120,4100
22760,1720,1700
22763,1120,1100
22767,1820,1800
22775,1220,1200
22783,896,876
22788,1120,1100
22796,2020,2000
22799,798,778
22806,1920,1900
22813,1920,1900
22814,1320,1300
22822,802,782
22832,832,812
22834,1620,1600
22841,2620,2600
22847,2120,2100
22848,12220,12200
22851,1520,1500
22856,2720,2700
22857,7820,7800
22858,873,853
22860,2220,2200
22873,2720,2700
22875,1520,1500
22876,801,781
22880,882,862
22889,1120,1100
22897,3420,3400
22898,10020,10000
22899,612,592
22902,669,649
22903,889,869
22904,1420,1400
22909,970,950
22910,1820,1800
22911,1320,1300
22916,1620,1600
22919,1320,1300
22922,12520,12500
22927,885,865
22932,6520,6500
22939,2020,2000
22945,2620,2600
22949,1020,1000
22950,623,603
22951,3420,3400
22953,1120,1100
22954,849,829
22965,1320,1300
22973,1018,998
22976,2420,2400
22983,4320,4300
22990,2820,2800
22991,2620,2600
22994,838,818
22995,1120,1100
22999,846,826
23000,4320,4300
23005,1320,1300
23012,3120,3100
23015,9420,9400
23022,12720,12700
23024,4720,4700
23028,1120,1100
23030,3520,3500
23036,4320,4300
23037,1120,1100
23041,14120,14100
23045,9620,9600
23048,1720,1700
23060,2020,2000
23061,7520,7500
23063,1920,1900
23074,20620,20600
23075,1120,1100
23076,1320,1300
23082,847,827
23084,1520,1500
23086,1120,1100
23087,1720,1700
23090,35220,35200
23092,989,969
23096,2320,2300
23108,1620,1600
23111,3020,3000
23116,17620,17600
23121,723,703
23125,818,798
23131,13120,13100
23135,176,156
23136,1120,1100
23139,2020,2000
23140,9520,9500
23141,13020,13000
23147,1120,1100
23152,30020,30000
23153,820,800
23156,1520,1500
23165,2120,2100
23166,1920,1900
23167,12520,12500
23168,1120,1100
23169,2120,2100
23170,5420,5400
23175,5220,5200
23186,12720,12700
23194,1920,1900
23204,2020,2000
23207,1320,1300
23213,2020,2000
23217,2820,2800
23219,1720,1700
23226,5520,5500
23230,4320,4300
23231,550,530
23232,2520,2500
23233,2020,2000
23236,1120,1100
23242,1620,1600
23250,4820,4800
23253,7520,7500
23256,920,900
23258,2420,2400
23265,1120,1100
23266,922,902
23270,2420,2400
23271,1420,1400
23272,1120,1100
23275,1020,1000
23276,13620,13600
23283,1620,1600
23284,1920,1900
23288,1520,1500
23291,905,885
23293,2520,2500
23294,691,671
23295,855,835
23303,6420,6400
23306,9020,9000
23315,632,612
23321,1220,1200
23322,2320,2300
23323,5420,5400
23324,1520,1500
23328,1220,1200
23329,1620,1600
23333,2120,2100
23334,1320,1300
23335,1520,1500
23339,703,683
23341,5120,5100
23347,3120,3100
23350,1120,1100
23351,1420,1400
23357,892,872
23364,2220,2200
23365,13220,13200
23368,2020,2000
23372,1220,1200
23379,4020,4000
23381,3420,3400
23385,15820,15800
23388,624,604
23395,1420,1400
23401,1620,1600
23402,5920,5900
23408,3320,3300
23412,4620,4600
23419,3020,3000
23420,3220,3200
23421,2520,2500
23423,2720,2700
23425,2120,2100
23428,2120,2100
23431,1320,1300
23437,1120,1100
23439,9720,9700
23442,2920,2900
23444,1020,1000
23445,2020,2000
23448,1720,1700
23452,1320,1300
23454,896,876
23456,5820,5800
23458,860,840
23459,419,399
23460,9220,9200
23465,2020,2000
23473,1320,1300
23480,2120,2100
23481,6020,6000
23482,1420,1400
23484,2620,2600
23493,1120,1100
23495,626,606
23497,1220,1200
23505,619,599
23510,2020,2000
23513,341,321
23516,2720,2700
23519,16520,16500
23524,2120,2100
23528,781,761
23535,630,610
23539,2220,2200
23551,796,776
23552,3720,3700
23558,1120,1100
23574,780,760
23575,1620,1600
23585,1020,1000
23587,625,605
23588,1220,1200
23596,990,970
23613,5220,5200
23617,27420,27400
23619,5020,5000
23622,766,746
23623,2520,2500
23626,13720,13700
23629,3320,3300
23630,1320,1300
23632,1520,1500
23633,1620,1600
23634,1520,1500
23636,845,825
23638,6520,6500
23643,1420,1400
23645,803,783
23646,947,927
23649,982,962
23651,1420,1400
23654,885,865
23657,915,895
23660,2220,2200
23665,509,489
23667,1220,1200
23670,850,830
23672,1320,1300
23673,1220,1200
23674,3320,3300
23677,1220,1200
23679,675,655
23681,5420,5400
23683,3420,3400
23684,1620,1600
23687,2320,2300
23694,4520,4500
23699,1520,1500
23700,1005,985
23701,12020,12000
23704,921,901
23709,1120,1100
23711,28220,28200
23712,1820,1800
23715,2620,2600
23716,871,851
23721,1120,1100
23727,1520,1500
23729,2020,2000
23733,2120,2100
23736,1320,1300
23742,1520,1500
23748,1920,1900
23750,1820,1800
23752,832,812
23754,850,830
23759,556,536
23761,795,775
23763,5620,5600
23766,703,683
23767,3920,3900
23770,879,859
23780,1120,1100
23781,1020,1000
23784,1220,1200
23788,6320,6300
23789,3220,3200
23793,1420,1400
23795,4920,4900
23798,12520,12500
23801,20620,20600
23803,1320,1300
23804,2820,2800
23805,2120,2100
23806,1120,1100
23807,3520,3500
23811,864,844
23814,1820,1800
23821,2020,2000
23824,1620,1600
23832,3820,3800
23838,1320,1300
23843,1420,1400
23855,8620,8600
23859,2420,2400
23860,11220,11200
23861,5520,5500
23862,6420,6400
23870,1320,1300
23872,2120,2100
23875,26020,26000
23880,1220,1200
23883,799,779
23886,1120,1100
23888,1020,1000
23893,6320,6300
23901,1820,1800
23904,2220,2200
23905,5720,5700
23907,974,954
23908,1019,999
23914,1120,1100
23919,515,495
23922,1520,1500
23923,1620,1600
23925,1020,1000
23928,915,895
23930,2320,2300
23931,723,703
23933,1120,1100
23934,2420,2400
23936,1320,1300
23943,2320,2300
23945,1320,1300
23947,1020,1000
23948,907,887
23950,774,754
23951,2720,2700
23956,1520,1500
23959,562,542
23960,1520,1500
23961,766,746
23963,1420,1400
